    0    0    0
    1  0.000000  0.000000    6    1
    2 40.000000  0.000000    6    1
    3 40.000000100.000000    5    2
    4  0.000000100.000000    5    2
    5  5.000000  0.000000    2    1
    6 10.000000  0.000000    2    1
    7 15.000000  0.000000    2    1
    8 20.000000  0.000000    2    1
    9 25.000000  0.000000    2    1
   10 30.000000  0.000000    2    1
   11 35.000000  0.000000    2    1
   12 40.000000  5.000000    3    0
   13 40.000000 10.000000    3    0
   14 40.000000 15.000000    3    0
   15 40.000000 20.000000    3    0
   16 40.000000 25.000000    3    0
   17 40.000000 30.000000    3    0
   18 40.000000 35.000000    3    0
   19 40.000000 40.000000    3    0
   20 40.000000 45.000000    3    0
   21 40.000000 50.000000    3    0
   22 40.000000 55.000000    3    0
   23 40.000000 60.000000    3    0
   24 40.000000 65.000000    3    0
   25 40.000000 70.000000    3    0
   26 40.000000 75.000000    3    0
   27 40.000000 80.000000    3    0
   28 40.000000 85.000000    3    0
   29 40.000000 90.000000    3    0
   30 40.000000 95.000000    3    0
   31 35.000000100.000000    1    2
   32 30.000000100.000000    1    2
   33 25.000000100.000000    1    2
   34 20.000000100.000000    1    2
   35 15.000000100.000000    1    2
   36 10.000000100.000000    1    2
   37  5.000000100.000000    1    2
   38  0.000000 95.000000    4    0
   39  0.000000 90.000000    4    0
   40  0.000000 85.000000    4    0
   41  0.000000 80.000000    4    0
   42  0.000000 75.000000    4    0
   43  0.000000 70.000000    4    0
   44  0.000000 65.000000    4    0
   45  0.000000 60.000000    4    0
   46  0.000000 55.000000    4    0
   47  0.000000 50.000000    4    0
   48  0.000000 45.000000    4    0
   49  0.000000 40.000000    4    0
   50  0.000000 35.000000    4    0
   51  0.000000 30.000000    4    0
   52  0.000000 25.000000    4    0
   53  0.000000 20.000000    4    0
   54  0.000000 15.000000    4    0
   55  0.000000 10.000000    4    0
   56  0.000000  5.000000    4    0
   57  3.866877 77.630104    0    0
   58  4.685463 62.187751    0    0
   59 35.669873 22.500000    0    0
   60 35.669873 42.500000    0    0
   61  4.330127 32.500000    0    0
   62 35.669873 57.500000    0    0
   63  4.330127 47.500000    0    0
   64 35.669873 72.500000    0    0
   65  4.330127 17.500000    0    0
   66 22.576925 95.467030    0    0
   67 22.505153  4.797392    0    0
   68 35.669873 82.500000    0    0
   69 35.669873 32.500000    0    0
   70 13.195515 95.249996    0    0
   71 13.230961  4.730507    0    0
   72 35.693466 12.540865    0    0
   73  4.179727 87.487565    0    0
   74 35.781518 92.306624    0    0
   75 32.665154  4.289262    0    0
   76  4.330127  7.500000    0    0
   77 35.669873 67.500000    0    0
   78 31.339746 70.000000    0    0
   79 31.339746 75.000000    0    0
   80 27.009619 72.500000    0    0
   81 27.009619 67.500000    0    0
   82 22.679492 70.000000    0    0
   83 22.679492 65.000000    0    0
   84 22.679492 75.000000    0    0
   85 18.349365 72.500000    0    0
   86 18.349365 77.500000    0    0
   87 22.679492 80.000000    0    0
   88 18.349365 82.500000    0    0
   89 22.679492 85.000000    0    0
   90 27.009619 62.500000    0    0
   91 22.679492 60.000000    0    0
   92 18.349365 62.500000    0    0
   93 18.349365 57.500000    0    0
   94 22.679492 55.000000    0    0
   95 18.349365 52.500000    0    0
   96 22.679492 50.000000    0    0
   97 18.349365 47.500000    0    0
   98 22.679492 45.000000    0    0
   99 18.349365 42.500000    0    0
  100 22.679492 40.000000    0    0
  101 18.631295 37.500000    0    0
  102 22.726480 35.000000    0    0
  103 18.152024 32.420345    0    0
  104 22.654433 29.986724    0    0
  105 18.417460 27.302366    0    0
  106 22.686665 24.964848    0    0
  107 18.361910 22.461202    0    0
  108 22.679492 20.000000    0    0
  109 18.351456 17.493534    0    0
  110 13.675422 24.653975    0    0
  111 14.019238 55.000000    0    0
  112 14.019238 40.000000    0    0
  113 22.679840 14.998922    0    0
  114 27.009619 52.500000    0    0
  115 27.017450 37.500000    0    0
  116 27.006638 27.491929    0    0
  117 27.009677 17.499820    0    0
  118 14.019238 75.000000    0    0
  119 14.019238 70.000000    0    0
  120 18.349365 87.500000    0    0
  121 14.019238 85.000000    0    0
  122 18.349771 12.498743    0    0
  123 14.019654 14.998713    0    0
  124 26.925953 12.644822    0    0
  125 27.009619 82.500000    0    0
  126 27.009619 87.500000    0    0
  127  9.971041 72.500000    0    0
  128 10.018029 67.500000    0    0
  129 14.019238 90.000000    0    0
  130 14.019238 10.000000    0    0
  131  9.905274 12.532937    0    0
  132 10.178144 17.373664    0    0
  133  9.846343 77.500000    0    0
  134  5.926930 70.000000    0    0
  135  9.907062 87.464778    0    0
  136 18.137977 92.480428    0    0
  137 18.047436  7.568012    0    0
  138  9.848613 82.498472    0    0
  139  4.330127 37.500000    0    0
  140  8.555092 34.817854    0    0
  141  8.360797 29.969642    0    0
  142  8.876888 39.907069    0    0
  143 12.921752 32.407854    0    0
  144 35.669873 77.500000    0    0
  145 31.339746 85.000000    0    0
  146 31.358354 89.967771    0    0
  147 27.077356 92.430906    0    0
  148 31.865282 95.385097    0    0
  149 35.691582 87.462399    0    0
  150 27.009619 22.500000    0    0
  151 31.339756 19.999970    0    0
  152 14.019238 80.000000    0    0
  153 27.014082 32.496442    0    0
  154 14.074058 65.000000    0    0
  155  9.893903 62.299268    0    0
  156  4.330127 12.500000    0    0
  157 28.002878  4.576141    0    0
  158  4.280218 27.494940    0    0
  159  8.462017 24.789383    0    0
  160  4.006839 22.464054    0    0
  161 35.669873 62.500000    0    0
  162 31.339746 60.000000    0    0
  163 31.339746 55.000000    0    0
  164 31.339746 65.000000    0    0
  165  4.284188 57.265813    0    0
  166  4.322471 52.460969    0    0
  167  8.660254 50.000000    0    0
  168  8.002772 54.772318    0    0
  169 27.010924 42.500000    0    0
  170  7.575734 95.109236    0    0
  171 27.009836 47.500000    0    0
  172 27.009619 57.500000    0    0
  173 31.339993 29.998062    0    0
  174 22.502561 10.146347    0    0
  175 35.669873 37.500000    0    0
  176  4.366233 42.484511    0    0
  177 22.638456 90.063061    0    0
  178 31.340000 45.000000    0    0
  179 35.669915 47.500000    0    0
  180 18.358502 67.500000    0    0
  181 31.341311 40.000000    0    0
